,date,country,price
10346,2008-06-30,Morocco,-1.84
10347,2008-06-30,"Macedonia, FYR",8.62
10348,2008-06-30,Malta,2.93
10349,2008-06-30,Mexico,-1.37
10350,2008-06-30,Malaysia,-0.61
10351,2008-06-30,Netherlands,0.8
10352,2008-06-30,Norway,-2.04
10353,2008-06-30,New Zealand,-8.15
10354,2008-06-30,Peru,14.08
10359,2008-06-30,Serbia,4.9
10360,2008-06-30,Russia,10.15
10361,2008-06-30,Sweden,-0.88
10362,2008-06-30,Singapore,11.74
10363,2008-06-30,Slovenia,2.47
10364,2008-06-30,Slovak Republic,23.06
10367,2008-06-30,United States,-18.17
10368,2008-06-30,Euro area,-0.71
10369,2008-06-30,South Africa,-4.87
10372,2008-09-30,United Arab Emirates,15.35
10373,2008-09-30,Austria,-3.32
10374,2008-09-30,Australia,-3.76
10375,2008-09-30,Belgium,-1.24
10376,2008-09-30,Bulgaria,13.01
10377,2008-09-30,Brazil,15.74
10378,2008-09-30,Canada,-1.23
10379,2008-09-30,Switzerland,1.12
10380,2008-09-30,Chile,-10.79
10381,2008-09-30,China,0.23
10382,2008-09-30,Colombia,9.59
10383,2008-09-30,Cyprus,10.99
10385,2008-09-30,Germany,-0.57
10386,2008-09-30,Denmark,-9.12
10387,2008-09-30,Estonia,-16.48
10388,2008-09-30,Spain,-7.45
10389,2008-09-30,Finland,-4.03
10390,2008-09-30,France,-2.58
10391,2008-09-30,United Kingdom,-11.47
10392,2008-09-30,Greece,-3.03
10393,2008-09-30,Hong Kong SAR,13.16
10395,2008-09-30,Hungary,-4.91
10396,2008-09-30,Indonesia,-9.57
10397,2008-09-30,Ireland,-12.69
10398,2008-09-30,Israel,3.11
10400,2008-09-30,Iceland,-11.34
10401,2008-09-30,Italy,-1.31
10403,2008-09-30,Korea,-0.47
10404,2008-09-30,Lithuania,-4.21
10405,2008-09-30,Luxembourg,-2.68
10406,2008-09-30,Latvia,-16.9
10407,2008-09-30,Morocco,0.06
10408,2008-09-30,"Macedonia, FYR",15.29
10409,2008-09-30,Malta,7.06
10410,2008-09-30,Mexico,-1.18
10411,2008-09-30,Malaysia,-3.18
10412,2008-09-30,Netherlands,-0.69
10413,2008-09-30,Norway,-6.5
10414,2008-09-30,New Zealand,-11.22
10415,2008-09-30,Peru,29.81
10420,2008-09-30,Serbia,12.01
10421,2008-09-30,Russia,10.45
10422,2008-09-30,Sweden,-5.47
10423,2008-09-30,Singapore,1.61
10424,2008-09-30,Slovenia,1.52
10425,2008-09-30,Slovak Republic,7.57
10428,2008-09-30,United States,-20.15
10429,2008-09-30,Euro area,-2.42
10430,2008-09-30,South Africa,-10.42
10431,2008-12-31,Emerging market economies,-0.54
10432,2008-12-31,Advanced economies,-10.51
10433,2008-12-31,United Arab Emirates,-0.26
10434,2008-12-31,Austria,0.96
10435,2008-12-31,Australia,-7.41
10436,2008-12-31,Belgium,-0.18
10437,2008-12-31,Bulgaria,2.25
10438,2008-12-31,Brazil,16.48
10439,2008-12-31,Canada,-3.39
10440,2008-12-31,Switzerland,2.52
10441,2008-12-31,Chile,-9.38
10442,2008-12-31,China,-0.72
10443,2008-12-31,Colombia,6.25
10444,2008-12-31,Cyprus,5.93
10446,2008-12-31,Germany,1.33
10447,2008-12-31,Denmark,-13.56
10448,2008-12-31,Estonia,-25.77
10449,2008-12-31,Spain,-7.5
10450,2008-12-31,Finland,-7.45
10451,2008-12-31,France,-5.17
10452,2008-12-31,United Kingdom,-16.46
10453,2008-12-31,Greece,-2.24
10454,2008-12-31,Hong Kong SAR,-6.77
10456,2008-12-31,Hungary,-5.7
10457,2008-12-31,Indonesia,-8.91
10458,2008-12-31,Ireland,-15.55
10459,2008-12-31,Israel,5.89
10461,2008-12-31,Iceland,-16.89
10462,2008-12-31,Italy,-2.21
10464,2008-12-31,Korea,-0.54
10465,2008-12-31,Lithuania,-10.82
10466,2008-12-31,Luxembourg,0.14
10467,2008-12-31,Latvia,-26.59
10468,2008-12-31,Morocco,-4.19
10469,2008-12-31,"Macedonia, FYR",18.07
10470,2008-12-31,Malta,4.03
10471,2008-12-31,Mexico,-0.69
10472,2008-12-31,Malaysia,-3.26
10473,2008-12-31,Netherlands,-2.85
10474,2008-12-31,Norway,-10.11
10475,2008-12-31,New Zealand,-11.93
10476,2008-12-31,Peru,26.67
10481,2008-12-31,Serbia,16.12
10482,2008-12-31,Russia,5.22
10483,2008-12-31,Sweden,-6.05
10484,2008-12-31,Singapore,-9.87
10485,2008-12-31,Slovenia,-3.41
10486,2008-12-31,Slovak Republic,-3.65
10489,2008-12-31,United States,-18.83
10490,2008-12-31,Euro area,-2.73
10491,2008-12-31,South Africa,-13.22
10492,2009-03-31,Emerging market economies,-1.15
10493,2009-03-31,Advanced economies,-10.06
10494,2009-03-31,United Arab Emirates,-13.61
10495,2009-03-31,Austria,3.4
10496,2009-03-31,Australia,-6.89
10497,2009-03-31,Belgium,-0.63
10498,2009-03-31,Bulgaria,-12.54
10499,2009-03-31,Brazil,17.5
10500,2009-03-31,Canada,-7.48
10501,2009-03-31,Switzerland,5.45
10502,2009-03-31,Chile,-9.69
10503,2009-03-31,China,0.43
10504,2009-03-31,Colombia,4.79
10505,2009-03-31,Cyprus,-5.02
10506,2009-03-31,Czech Republic,0.65
10507,2009-03-31,Germany,-0.16
10508,2009-03-31,Denmark,-17.02
10509,2009-03-31,Estonia,-36.92
10510,2009-03-31,Spain,-7.85
10511,2009-03-31,Finland,-6.98
10512,2009-03-31,France,-7.04
10513,2009-03-31,United Kingdom,-17.9
10514,2009-03-31,Greece,-4.77
10515,2009-03-31,Hong Kong SAR,-15.04
10516,2009-03-31,Croatia,-4.15
10517,2009-03-31,Hungary,-3.8
10518,2009-03-31,Indonesia,-6.27
10519,2009-03-31,Ireland,-16.79
10520,2009-03-31,Israel,6.83
10522,2009-03-31,Iceland,-24.06
10523,2009-03-31,Italy,-1.22
10525,2009-03-31,Korea,-2.27
10526,2009-03-31,Lithuania,-30.59
10527,2009-03-31,Luxembourg,-0.39
10528,2009-03-31,Latvia,-42.29
10529,2009-03-31,Morocco,5.46
10530,2009-03-31,"Macedonia, FYR",12.44
10531,2009-03-31,Malta,-6.55
10532,2009-03-31,Mexico,0.24
10533,2009-03-31,Malaysia,-3.03
10534,2009-03-31,Netherlands,-3.55
10535,2009-03-31,Norway,-7.47
10536,2009-03-31,New Zealand,-11.73
10537,2009-03-31,Peru,31.02
10538,2009-03-31,Philippines,-2.24
10540,2009-03-31,Portugal,-3.25
10542,2009-03-31,Serbia,17.39
10543,2009-03-31,Russia,-2.76
10544,2009-03-31,Sweden,-2.31
10545,2009-03-31,Singapore,-23.64
10546,2009-03-31,Slovenia,-9.34
10547,2009-03-31,Slovak Republic,-13.88
10548,2009-03-31,Thailand,9.94
10550,2009-03-31,United States,-16.43
10551,2009-03-31,Euro area,-3.82
10552,2009-03-31,South Africa,-14.6
10553,2009-06-30,Emerging market economies,-1.04
10554,2009-06-30,Advanced economies,-7.76
10555,2009-06-30,United Arab Emirates,-21.92
10556,2009-06-30,Austria,5.44
10557,2009-06-30,Australia,-1.18
10558,2009-06-30,Belgium,-1.11
10559,2009-06-30,Bulgaria,-24.02
10560,2009-06-30,Brazil,18.68
10561,2009-06-30,Canada,-6.36
10562,2009-06-30,Switzerland,6.14
10563,2009-06-30,Chile,-4.06
10564,2009-06-30,China,1.08
10565,2009-06-30,Colombia,3.6
10566,2009-06-30,Cyprus,-6.85
10567,2009-06-30,Czech Republic,-5.76
10568,2009-06-30,Germany,-1.38
10569,2009-06-30,Denmark,-15.92
10570,2009-06-30,Estonia,-37.44
10571,2009-06-30,Spain,-6.96
10572,2009-06-30,Finland,-3.82
10573,2009-06-30,France,-7.91
10574,2009-06-30,United Kingdom,-15.51
10575,2009-06-30,Greece,-3.12
10576,2009-06-30,Hong Kong SAR,-6.98
10577,2009-06-30,Croatia,-7.14
10578,2009-06-30,Hungary,-8.52
10579,2009-06-30,Indonesia,-3.37
10580,2009-06-30,Ireland,-17.03
10581,2009-06-30,Israel,8.99
10583,2009-06-30,Iceland,-20.03
10584,2009-06-30,Italy,-1.7
10585,2009-06-30,Japan,-8.02
10586,2009-06-30,Korea,-3.22
10587,2009-06-30,Lithuania,-34.44
10588,2009-06-30,Luxembourg,-1.84
10589,2009-06-30,Latvia,-44.86
10590,2009-06-30,Morocco,6.21
10591,2009-06-30,"Macedonia, FYR",8.36
10592,2009-06-30,Malta,-4.13
10593,2009-06-30,Mexico,-0.83
10594,2009-06-30,Malaysia,1.21
10595,2009-06-30,Netherlands,-6.16
10596,2009-06-30,Norway,-4.52
10597,2009-06-30,New Zealand,-4.89
10598,2009-06-30,Peru,17.81
10599,2009-06-30,Philippines,-4.79
10601,2009-06-30,Portugal,-1.6
10603,2009-06-30,Serbia,14.71
10604,2009-06-30,Russia,-10.66
10605,2009-06-30,Sweden,0.05
10606,2009-06-30,Singapore,-25.04
10607,2009-06-30,Slovenia,-10.03
10608,2009-06-30,Slovak Republic,-19.64
10609,2009-06-30,Thailand,9.24
10611,2009-06-30,United States,-11.28
10612,2009-06-30,Euro area,-4.58
10613,2009-06-30,South Africa,-12.15
10614,2009-09-30,Emerging market economies,0.11
10615,2009-09-30,Advanced economies,-4.1
10616,2009-09-30,United Arab Emirates,-24.61
10617,2009-09-30,Austria,3.16
10618,2009-09-30,Australia,5.57
10619,2009-09-30,Belgium,0.71
10620,2009-09-30,Bulgaria,-27.56
10621,2009-09-30,Brazil,20.16
10622,2009-09-30,Canada,-1.33
10623,2009-09-30,Switzerland,6.6
10624,2009-09-30,Chile,8.0
10625,2009-09-30,China,2.49
10626,2009-09-30,Colombia,5.94
10627,2009-09-30,Cyprus,-5.55
10628,2009-09-30,Czech Republic,-6.72
10629,2009-09-30,Germany,-0.33
10630,2009-09-30,Denmark,-12.82
10631,2009-09-30,Estonia,-41.57
10632,2009-09-30,Spain,-5.94
10633,2009-09-30,Finland,1.21
10634,2009-09-30,France,-6.41
10635,2009-09-30,United Kingdom,-8.12
10636,2009-09-30,Greece,-5.75
10637,2009-09-30,Hong Kong SAR,4.17
10638,2009-09-30,Croatia,-8.99
10639,2009-09-30,Hungary,-11.46
10640,2009-09-30,Indonesia,-0.65
10641,2009-09-30,Ireland,-15.55
10642,2009-09-30,Israel,9.87
10644,2009-09-30,Iceland,-20.12
10645,2009-09-30,Italy,-1.25
10646,2009-09-30,Japan,-4.3
10647,2009-09-30,Korea,-2.78
10648,2009-09-30,Lithuania,-34.8
10649,2009-09-30,Luxembourg,-2.33
10650,2009-09-30,Latvia,-40.05
10651,2009-09-30,Morocco,-0.87
10652,2009-09-30,"Macedonia, FYR",2.89
10653,2009-09-30,Malta,-7.08
10654,2009-09-30,Mexico,0.2
10655,2009-09-30,Malaysia,4.36
10656,2009-09-30,Netherlands,-6.95
10657,2009-09-30,Norway,1.89
10658,2009-09-30,New Zealand,-0.61
10659,2009-09-30,Peru,11.45
10660,2009-09-30,Philippines,-4.17
10662,2009-09-30,Portugal,1.67
10664,2009-09-30,Serbia,7.58
10665,2009-09-30,Russia,-15.74
10666,2009-09-30,Sweden,4.42
10667,2009-09-30,Singapore,-10.7
10668,2009-09-30,Slovenia,-12.41
10669,2009-09-30,Slovak Republic,-11.16
10670,2009-09-30,Thailand,5.39
10672,2009-09-30,United States,-6.08
10673,2009-09-30,Euro area,-3.77
10674,2009-09-30,South Africa,-7.67
10675,2009-12-31,Emerging market economies,1.62
10676,2009-12-31,Advanced economies,-1.91
10677,2009-12-31,United Arab Emirates,-19.5
10678,2009-12-31,Austria,1.6
10679,2009-12-31,Australia,11.98
10680,2009-12-31,Belgium,-0.63
10681,2009-12-31,Bulgaria,-25.77
10682,2009-12-31,Brazil,20.87
10683,2009-12-31,Canada,2.86
10684,2009-12-31,Switzerland,6.74
10685,2009-12-31,Chile,12.97
10686,2009-12-31,China,3.74
10687,2009-12-31,Colombia,5.35
10688,2009-12-31,Cyprus,-2.7
10689,2009-12-31,Czech Republic,-7.2
10690,2009-12-31,Germany,-1.14
10691,2009-12-31,Denmark,-6.07
10692,2009-12-31,Estonia,-32.21
10693,2009-12-31,Spain,-4.51
10694,2009-12-31,Finland,9.05
10695,2009-12-31,France,-3.57
10696,2009-12-31,United Kingdom,-0.27
10697,2009-12-31,Greece,-5.84
10698,2009-12-31,Hong Kong SAR,21.08
10699,2009-12-31,Croatia,-8.62
10700,2009-12-31,Hungary,-12.4
10701,2009-12-31,Indonesia,-0.27
10702,2009-12-31,Ireland,-13.23
10703,2009-12-31,Israel,14.15
10705,2009-12-31,Iceland,-15.58
10706,2009-12-31,Italy,-0.91
10707,2009-12-31,Japan,-1.54
10708,2009-12-31,Korea,-1.71
10709,2009-12-31,Lithuania,-32.04
10710,2009-12-31,Luxembourg,-1.48
10711,2009-12-31,Latvia,-28.54
10712,2009-12-31,Morocco,-0.82
10713,2009-12-31,"Macedonia, FYR",-5.87
10714,2009-12-31,Malta,-7.32
10715,2009-12-31,Mexico,0.75
10716,2009-12-31,Malaysia,5.28
10717,2009-12-31,Netherlands,-5.67
10718,2009-12-31,Norway,10.03
10719,2009-12-31,New Zealand,3.4
10720,2009-12-31,Peru,0.38
10721,2009-12-31,Philippines,-5.9
10723,2009-12-31,Portugal,3.0
10725,2009-12-31,Serbia,4.39
10726,2009-12-31,Russia,-14.26
10727,2009-12-31,Sweden,12.28
10728,2009-12-31,Singapore,2.48
10729,2009-12-31,Slovenia,-9.14
10730,2009-12-31,Slovak Republic,-11.59
10731,2009-12-31,Thailand,0.58
10733,2009-12-31,United States,-3.65
10734,2009-12-31,Euro area,-3.01
10735,2009-12-31,South Africa,-4.54
10736,2010-03-31,Emerging market economies,4.17
10737,2010-03-31,Advanced economies,-0.11
10738,2010-03-31,United Arab Emirates,-15.95
10739,2010-03-31,Austria,4.14
10740,2010-03-31,Australia,14.78
10741,2010-03-31,Belgium,0.5
10742,2010-03-31,Bulgaria,-18.77
10743,2010-03-31,Brazil,20.33
10744,2010-03-31,Canada,9.18
10745,2010-03-31,Switzerland,4.37
10746,2010-03-31,Chile,10.18
10747,2010-03-31,China,6.65
10748,2010-03-31,Colombia,6.6
10749,2010-03-31,Cyprus,-1.83
10750,2010-03-31,Czech Republic,-5.32
10751,2010-03-31,Germany,-2.28
10752,2010-03-31,Denmark,0.13
10753,2010-03-31,Estonia,-5.73
10754,2010-03-31,Spain,-4.03
10755,2010-03-31,Finland,11.18
10756,2010-03-31,France,-0.07
10757,2010-03-31,United Kingdom,4.29
10758,2010-03-31,Greece,-4.66
10759,2010-03-31,Hong Kong SAR,27.62
10760,2010-03-31,Croatia,-9.36
10761,2010-03-31,Hungary,-10.42
10762,2010-03-31,Indonesia,-1.07
10763,2010-03-31,Ireland,-11.62
10764,2010-03-31,Israel,16.42
10765,2010-03-31,India,8.24
10766,2010-03-31,Iceland,-11.1
10767,2010-03-31,Italy,-3.35
10768,2010-03-31,Japan,1.27
10769,2010-03-31,Korea,-0.3
10770,2010-03-31,Lithuania,-15.31
10771,2010-03-31,Luxembourg,3.92
10772,2010-03-31,Latvia,-17.58
10773,2010-03-31,Morocco,-7.03
10774,2010-03-31,"Macedonia, FYR",1.01
10775,2010-03-31,Malta,-0.9
10776,2010-03-31,Mexico,-1.86
10777,2010-03-31,Malaysia,3.78
10778,2010-03-31,Netherlands,-4.95
10779,2010-03-31,Norway,7.51
10780,2010-03-31,New Zealand,4.2
10781,2010-03-31,Peru,6.92
10782,2010-03-31,Philippines,-5.48
10784,2010-03-31,Portugal,1.66
10785,2010-03-31,Romania,-10.72
10786,2010-03-31,Serbia,2.79
10787,2010-03-31,Russia,-4.79
10788,2010-03-31,Sweden,9.65
10789,2010-03-31,Singapore,23.96
10790,2010-03-31,Slovenia,-2.98
10791,2010-03-31,Slovak Republic,-6.15
10792,2010-03-31,Thailand,-1.07
10794,2010-03-31,United States,-1.58
10795,2010-03-31,Euro area,-2.34
10796,2010-03-31,South Africa,-0.17
10797,2010-06-30,Emerging market economies,5.51
10798,2010-06-30,Advanced economies,0.55
10799,2010-06-30,United Arab Emirates,-13.81
10800,2010-06-30,Austria,3.51
10801,2010-06-30,Australia,12.13
10802,2010-06-30,Belgium,1.24
10803,2010-06-30,Bulgaria,-11.36
10804,2010-06-30,Brazil,19.67
10805,2010-06-30,Canada,9.64
10806,2010-06-30,Switzerland,3.88
10807,2010-06-30,Chile,9.37
10808,2010-06-30,China,7.47
10809,2010-06-30,Colombia,5.85
10810,2010-06-30,Cyprus,-2.44
10811,2010-06-30,Czech Republic,-2.58
10812,2010-06-30,Germany,-0.45
10813,2010-06-30,Denmark,1.05
10814,2010-06-30,Estonia,-0.56
10815,2010-06-30,Spain,-2.51
10816,2010-06-30,Finland,8.01
10817,2010-06-30,France,3.22
10818,2010-06-30,United Kingdom,4.58
10819,2010-06-30,Greece,-9.36
10820,2010-06-30,Hong Kong SAR,21.68
10821,2010-06-30,Croatia,-7.38
10822,2010-06-30,Hungary,-7.42
10823,2010-06-30,Indonesia,-1.43
10824,2010-06-30,Ireland,-10.96
10825,2010-06-30,Israel,16.12
10826,2010-06-30,India,7.96
10827,2010-06-30,Iceland,-8.25
10828,2010-06-30,Italy,-2.85
10829,2010-06-30,Japan,2.89
10830,2010-06-30,Korea,0.5
10831,2010-06-30,Lithuania,-9.46
10832,2010-06-30,Luxembourg,1.61
10833,2010-06-30,Latvia,-9.57
10834,2010-06-30,Morocco,-3.46
10835,2010-06-30,"Macedonia, FYR",-1.0
10836,2010-06-30,Malta,0.22
10837,2010-06-30,Mexico,0.37
10838,2010-06-30,Malaysia,4.76
10839,2010-06-30,Netherlands,-2.32
10840,2010-06-30,Norway,6.41
10841,2010-06-30,New Zealand,1.47
10842,2010-06-30,Peru,12.59
10843,2010-06-30,Philippines,-4.53
10845,2010-06-30,Portugal,0.43
10846,2010-06-30,Romania,-7.92
10847,2010-06-30,Serbia,3.79
10848,2010-06-30,Russia,1.52
10849,2010-06-30,Sweden,7.5
10850,2010-06-30,Singapore,34.1
10851,2010-06-30,Slovenia,-1.03
10852,2010-06-30,Slovak Republic,-2.78
10853,2010-06-30,Thailand,-0.44
10855,2010-06-30,United States,-1.59
10856,2010-06-30,Euro area,-0.69
10857,2010-06-30,South Africa,3.2
10858,2010-09-30,Emerging market economies,5.02
10859,2010-09-30,Advanced economies,-0.52
10860,2010-09-30,United Arab Emirates,-13.27
10861,2010-09-30,Austria,4.4
10862,2010-09-30,Australia,6.51
10863,2010-09-30,Belgium,0.4
10864,2010-09-30,Bulgaria,-9.0
10865,2010-09-30,Brazil,19.32
10866,2010-09-30,Canada,5.06
10867,2010-09-30,Switzerland,4.32
10868,2010-09-30,Chile,3.54
10869,2010-09-30,China,5.06
10870,2010-09-30,Colombia,2.23
10871,2010-09-30,Cyprus,-4.03
10872,2010-09-30,Czech Republic,-2.71
10873,2010-09-30,Germany,0.29
10874,2010-09-30,Denmark,0.78
10875,2010-09-30,Estonia,11.33
10876,2010-09-30,Spain,-3.58
10877,2010-09-30,Finland,6.08
10878,2010-09-30,France,4.44
10879,2010-09-30,United Kingdom,2.51
10880,2010-09-30,Greece,-10.17
10881,2010-09-30,Hong Kong SAR,19.3
10882,2010-09-30,Croatia,-6.9
10883,2010-09-30,Hungary,-4.99
10884,2010-09-30,Indonesia,-3.05
10885,2010-09-30,Ireland,-12.06
10886,2010-09-30,Israel,14.3
10887,2010-09-30,India,11.13
10888,2010-09-30,Iceland,-5.17
10889,2010-09-30,Italy,-2.87
10890,2010-09-30,Japan,2.26
10891,2010-09-30,Korea,-0.65
10892,2010-09-30,Lithuania,-6.88
10893,2010-09-30,Luxembourg,3.97
10894,2010-09-30,Latvia,-7.59
10895,2010-09-30,Morocco,0.96
10896,2010-09-30,"Macedonia, FYR",-0.37
10897,2010-09-30,Malta,1.82
10898,2010-09-30,Mexico,0.98
10899,2010-09-30,Malaysia,4.71
10900,2010-09-30,Netherlands,-1.94
10901,2010-09-30,Norway,4.71
10902,2010-09-30,New Zealand,-1.19
10903,2010-09-30,Peru,5.05
10904,2010-09-30,Philippines,-1.87
10906,2010-09-30,Portugal,-1.34
10907,2010-09-30,Romania,-13.61
10908,2010-09-30,Serbia,5.29
10909,2010-09-30,Russia,4.38
10910,2010-09-30,Sweden,6.05
10911,2010-09-30,Singapore,18.86
10912,2010-09-30,Slovenia,-0.69
10913,2010-09-30,Slovak Republic,-7.7
10914,2010-09-30,Thailand,0.52
10916,2010-09-30,United States,-3.33
10917,2010-09-30,Euro area,-0.26
10918,2010-09-30,South Africa,1.83
10919,2010-12-31,Emerging market economies,3.34
10920,2010-12-31,Advanced economies,-1.64
10921,2010-12-31,United Arab Emirates,-14.49
10922,2010-12-31,Austria,5.13
10923,2010-12-31,Australia,1.63
10924,2010-12-31,Belgium,1.56
10925,2010-12-31,Bulgaria,-8.91
10926,2010-12-31,Brazil,16.89
10927,2010-12-31,Canada,1.32
10928,2010-12-31,Switzerland,4.39
10929,2010-12-31,Chile,1.54
10930,2010-12-31,China,2.66
10931,2010-12-31,Colombia,7.19
10932,2010-12-31,Cyprus,-5.51
10933,2010-12-31,Czech Republic,-2.01
10934,2010-12-31,Germany,0.11
10935,2010-12-31,Denmark,-0.01
10936,2010-12-31,Estonia,7.21
10937,2010-12-31,Spain,-3.87
10938,2010-12-31,Finland,1.61
10939,2010-12-31,France,5.24
10940,2010-12-31,United Kingdom,-1.92
10941,2010-12-31,Greece,-11.49
10942,2010-12-31,Hong Kong SAR,18.89
10943,2010-12-31,Croatia,-5.33
10944,2010-12-31,Hungary,-4.59
10945,2010-12-31,Indonesia,-3.21
10946,2010-12-31,Ireland,-14.72
10947,2010-12-31,Israel,11.67
10948,2010-12-31,India,6.66
10949,2010-12-31,Iceland,-4.06
10950,2010-12-31,Italy,-2.56
10951,2010-12-31,Japan,2.28
10952,2010-12-31,Korea,-1.52
10953,2010-12-31,Lithuania,-1.68
10954,2010-12-31,Luxembourg,2.82
10955,2010-12-31,Latvia,-4.19
10956,2010-12-31,Morocco,-1.94
10957,2010-12-31,"Macedonia, FYR",2.4
10958,2010-12-31,Malta,-2.9
10959,2010-12-31,Mexico,-0.53
10960,2010-12-31,Malaysia,5.76
10961,2010-12-31,Netherlands,-2.55
10962,2010-12-31,Norway,4.13
10963,2010-12-31,New Zealand,-5.48
10964,2010-12-31,Peru,12.77
10965,2010-12-31,Philippines,-0.4
10967,2010-12-31,Portugal,-3.17
10968,2010-12-31,Romania,-18.72
10969,2010-12-31,Serbia,2.06
10970,2010-12-31,Russia,4.91
10971,2010-12-31,Sweden,4.11
10972,2010-12-31,Singapore,13.08
10973,2010-12-31,Slovenia,-1.76
10974,2010-12-31,Slovak Republic,-2.83
10975,2010-12-31,Thailand,-1.14
10977,2010-12-31,United States,-4.69
10978,2010-12-31,Euro area,-0.32
10979,2010-12-31,South Africa,-0.35
10980,2011-03-31,Emerging market economies,0.14
10981,2011-03-31,Advanced economies,-2.86
10982,2011-03-31,United Arab Emirates,-9.65
10983,2011-03-31,Austria,1.67
10984,2011-03-31,Australia,-2.77
10985,2011-03-31,Belgium,0.79
10986,2011-03-31,Bulgaria,-9.43
10987,2011-03-31,Brazil,14.79
10988,2011-03-31,Canada,-0.35
10989,2011-03-31,Switzerland,4.1
10990,2011-03-31,Chile,4.29
10991,2011-03-31,China,0.78
10992,2011-03-31,Colombia,0.69
10993,2011-03-31,Cyprus,-4.57
10994,2011-03-31,Czech Republic,-1.53
10995,2011-03-31,Germany,1.21
10996,2011-03-31,Denmark,-1.75
10997,2011-03-31,Estonia,1.16
10998,2011-03-31,Spain,-6.81
10999,2011-03-31,Finland,0.11
11000,2011-03-31,France,4.93
11001,2011-03-31,United Kingdom,-4.68
11002,2011-03-31,Greece,-9.65
11003,2011-03-31,Hong Kong SAR,19.84
11004,2011-03-31,Croatia,-5.06
11005,2011-03-31,Hungary,-7.06
11006,2011-03-31,Indonesia,-2.19
11007,2011-03-31,Ireland,-17.11
11008,2011-03-31,Israel,9.81
11009,2011-03-31,India,8.95
11010,2011-03-31,Iceland,1.41
11011,2011-03-31,Italy,-1.7
11012,2011-03-31,Japan,1.36
11013,2011-03-31,Korea,-0.97
11014,2011-03-31,Lithuania,4.39
11015,2011-03-31,Luxembourg,-2.36
11016,2011-03-31,Latvia,6.55
11017,2011-03-31,Morocco,0.92
11018,2011-03-31,"Macedonia, FYR",-6.82
11019,2011-03-31,Malta,-5.53
11020,2011-03-31,Mexico,0.86
11021,2011-03-31,Malaysia,6.5
11022,2011-03-31,Netherlands,-2.3
11023,2011-03-31,Norway,6.97
11024,2011-03-31,New Zealand,-5.38
11025,2011-03-31,Peru,8.29
11026,2011-03-31,Philippines,-0.41
11027,2011-03-31,Poland,-2.69
11028,2011-03-31,Portugal,-5.65
11029,2011-03-31,Romania,-17.37
11030,2011-03-31,Serbia,-4.6
11031,2011-03-31,Russia,-28.56
11032,2011-03-31,Sweden,2.19
11033,2011-03-31,Singapore,8.15
11034,2011-03-31,Slovenia,2.35
11035,2011-03-31,Slovak Republic,-4.23
11036,2011-03-31,Thailand,2.48
11037,2011-03-31,Turkey,3.95
11038,2011-03-31,United States,-6.36
11039,2011-03-31,Euro area,-0.61
11040,2011-03-31,South Africa,-2.16
11041,2011-06-30,Emerging market economies,-0.11
11042,2011-06-30,Advanced economies,-3.73
11043,2011-06-30,United Arab Emirates,-6.33
11044,2011-06-30,Austria,-1.8
11045,2011-06-30,Australia,-5.56
11046,2011-06-30,Belgium,0.68
11047,2011-06-30,Bulgaria,-10.17
11048,2011-06-30,Brazil,12.72
11049,2011-06-30,Canada,-0.25
11050,2011-06-30,Switzerland,4.14
11051,2011-06-30,Chile,1.4
11052,2011-06-30,China,-1.38
11053,2011-06-30,Colombia,4.76
11054,2011-06-30,Cyprus,-6.2
11055,2011-06-30,Czech Republic,-1.21
11056,2011-06-30,Germany,0.32
11057,2011-06-30,Denmark,-1.95
11058,2011-06-30,Estonia,3.38
11059,2011-06-30,Spain,-9.4
11060,2011-06-30,Finland,0.9
11061,2011-06-30,France,4.62
11062,2011-06-30,United Kingdom,-5.93
11063,2011-06-30,Greece,-8.34
11064,2011-06-30,Hong Kong SAR,20.68
11065,2011-06-30,Croatia,-2.2
11066,2011-06-30,Hungary,-7.13
11067,2011-06-30,Indonesia,-1.28
11068,2011-06-30,Ireland,-18.53
11069,2011-06-30,Israel,8.6
11070,2011-06-30,India,12.08
11071,2011-06-30,Iceland,0.29
11072,2011-06-30,Italy,-1.43
11073,2011-06-30,Japan,0.58
11074,2011-06-30,Korea,0.76
11075,2011-06-30,Lithuania,1.45
11076,2011-06-30,Luxembourg,1.27
11077,2011-06-30,Latvia,7.21
11078,2011-06-30,Morocco,-0.31
11079,2011-06-30,"Macedonia, FYR",-6.02
11080,2011-06-30,Malta,-3.25
11081,2011-06-30,Mexico,-0.67
11082,2011-06-30,Malaysia,5.24
11083,2011-06-30,Netherlands,-3.76
11084,2011-06-30,Norway,5.84
11085,2011-06-30,New Zealand,-4.32
11086,2011-06-30,Peru,16.63
11087,2011-06-30,Philippines,0.94
11088,2011-06-30,Poland,-3.63
11089,2011-06-30,Portugal,-8.06
11090,2011-06-30,Romania,-18.15
11091,2011-06-30,Serbia,-11.09
11092,2011-06-30,Russia,-28.04
11093,2011-06-30,Sweden,0.93
11094,2011-06-30,Singapore,5.2
11095,2011-06-30,Slovenia,1.41
11096,2011-06-30,Slovak Republic,-5.58
11097,2011-06-30,Thailand,2.89
11098,2011-06-30,Turkey,4.42
11099,2011-06-30,United States,-7.27
11100,2011-06-30,Euro area,-1.39
11101,2011-06-30,South Africa,-2.63
11102,2011-09-30,Emerging market economies,-0.71
11103,2011-09-30,Advanced economies,-3.06
